Customer ID,First Name,Last Name,Age,Gender,City,Email,Account Type,Account Balance,TransactionID,Transaction Type,Transaction Amount,Loan Issue Date,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Card Type,Credit Limit,Minimum Payment Due,Rewards Points,Feedback Type,Resolution Status,Anomaly
123,Steven,Hall,23,Female,Atlanta,steven.hall@kag.com,Savings,766.33,123,Deposit,4312.87,09-11-2018,123,33949.49,Personal,7.16,36,Closed,AMEX,5587.79,130.2,9171,Praise,Resolved,1
124,Deborah,Moore,41,Male,Los Angeles,deborah.moore@kag.com,Current,568.12,124,Transfer,197.06,05-04-2023,124,26705.38,Mortgage,4.38,48,Closed,MasterCard,3590.78,234.89,6392,Suggestion,Resolved,1
125,Daniel,Johnson,35,Female,Austin,daniel.johnson@kag.com,Savings,2292.04,125,Withdrawal,2889.36,06-09-2021,125,19161.66,Auto,5.9,24,Closed,AMEX,5948.94,35.35,150,Praise,Pending,1
126,Nancy,Gonzalez,27,Other,Las Vegas,nancy.gonzalez@kag.com,Savings,9306.59,126,Withdrawal,4571.32,25-04-2018,126,34367.34,Personal,4.13,60,Approved,Visa,7321.96,169.63,8470,Praise,Resolved,1
127,Paul,Hall,32,Male,Philadelphia,paul.hall@kag.com,Savings,7713.24,127,Deposit,3415.16,13-11-2019,127,29916.54,Mortgage,7.68,12,Closed,MasterCard,9860.94,163.61,9401,Suggestion,Pending,1
128,Andrew,Anderson,62,Male,Detroit,andrew.anderson@kag.com,Current,6797.33,128,Withdrawal,3385.55,24-12-2023,128,31095.06,Auto,8.08,60,Approved,AMEX,4135.25,76.49,6486,Complaint,Pending,1
129,Amanda,Martin,60,Female,San Antonio,amanda.martin@kag.com,Savings,7785.84,129,Withdrawal,1023.17,19-03-2018,129,20591.74,Personal,4.87,12,Closed,MasterCard,3290.08,18.97,8687,Praise,Resolved,1
130,Michelle,Lewis,51,Female,Colorado Springs,michelle.lewis@kag.com,Current,2074.82,130,Withdrawal,4307.09,05-07-2018,130,37226.44,Personal,8.74,60,Closed,AMEX,7014.85,152.3,2220,Suggestion,Pending,1
131,Lisa,Adams,25,Male,Denver,lisa.adams@kag.com,Current,2640.22,131,Withdrawal,4326.58,15-04-2023,131,4985.8,Mortgage,4.2,36,Closed,AMEX,8587.19,110.81,8979,Praise,Resolved,1
132,Anthony,Lewis,67,Other,Philadelphia,anthony.lewis@kag.com,Savings,,132,Transfer,3073.9,31-01-2020,132,36581.79,Mortgage,7.86,24,Approved,Visa,1251.09,77.99,8122,Complaint,Resolved,-1
133,Andrew,Williams,52,Female,Memphis,andrew.williams@kag.com,Savings,6090.15,133,Withdrawal,2138.82,06-06-2023,133,36807.3,Mortgage,6.85,60,Rejected,MasterCard,1390.08,195.03,987,Praise,Resolved,1
134,James,Jackson,44,Male,Colorado Springs,james.jackson@kag.com,Savings,6121.38,134,Deposit,4123.12,29-01-2022,134,26281.23,Personal,5.1,24,Closed,AMEX,6231.45,101.23,9179,Complaint,Resolved,1
135,Andrew,Williams,42,Female,Los Angeles,andrew.williams@kag.com,Savings,2165.22,135,Withdrawal,2330.33,26-11-2024,135,13900.87,Mortgage,9,60,Approved,AMEX,2174.01,154.27,1932,Suggestion,Resolved,1
136,Paul,Wilson,20,Other,Denver,paul.wilson@kag.com,Current,4423.6,136,Transfer,4114.85,26-06-2018,136,26444.55,Mortgage,6.15,48,Closed,MasterCard,6662.18,64.06,4718,Praise,Resolved,1
137,Timothy,Flores,38,Female,Houston,timothy.flores@kag.com,Current,6931.2,137,Withdrawal,2429.73,09-10-2023,137,7031.22,Mortgage,8.56,60,Approved,MasterCard,6093.49,19.58,7801,Complaint,Resolved,1
138,Susan,Brown,56,Male,Philadelphia,susan.brown@kag.com,Savings,3165.23,138,Deposit,2903.17,03-11-2021,138,14972.04,Personal,7.6,12,Approved,MasterCard,8212.72,38.78,8387,Praise,Pending,1
139,Michael,Hernandez,49,Female,Atlanta,michael.hernandez@kag.com,Current,847.22,139,Transfer,3742.63,25-06-2023,139,21643.69,Personal,5.79,48,Rejected,MasterCard,8175.18,91.91,6968,Praise,Resolved,1
140,James,Walker,67,Other,Louisville,james.walker@kag.com,Savings,2054.16,140,Withdrawal,1332.32,02-06-2019,140,33988.46,Auto,3.94,36,Closed,Visa,8492.02,183.45,4561,Praise,Resolved,1
141,Robert,Nelson,38,Male,Baltimore,robert.nelson@kag.com,Current,1730.88,141,Deposit,1241.76,18-12-2018,141,10173.62,Personal,9.56,36,Closed,Visa,9408.31,146.41,714,Praise,Resolved,1
142,Sandra,Young,26,Male,San Antonio,sandra.young@kag.com,Savings,6356.23,142,Deposit,3342.53,15-07-2022,142,8750.37,Personal,1.51,36,Approved,Visa,6312.22,94.05,9063,Complaint,Resolved,1
143,Susan,Clark,67,Male,Dallas,susan.clark@kag.com,Savings,778.63,143,Deposit,4770.03,30-10-2018,143,30782.02,Mortgage,9.05,24,Closed,MasterCard,2303.07,118.57,6128,Praise,Resolved,1
144,Joshua,Robinson,18,Male,Boston,joshua.robinson@kag.com,Current,8859.02,144,Withdrawal,2235.71,20-10-2020,144,34297.73,Mortgage,5.56,36,Rejected,Visa,9231.54,145.42,2160,Suggestion,Resolved,1
145,Anthony,Nelson,21,Other,Tucson,anthony.nelson@kag.com,Current,935.43,145,Transfer,4492.03,01-12-2020,145,5099.13,Personal,7.74,60,Closed,AMEX,9968.85,42.3,8707,Praise,Pending,1
146,David,Johnson,21,Male,New York,david.johnson@kag.com,Current,6019.31,146,Withdrawal,2595.75,21-11-2023,146,2625,Personal,4.01,48,Approved,Visa,1346.18,67.95,358,Suggestion,Pending,1
147,Joseph,Carter,66,Other,Philadelphia,joseph.carter@kag.com,Savings,9302.37,147,Transfer,4869.92,19-04-2023,147,8210.34,Mortgage,4.46,12,Approved,AMEX,6418.03,69.13,2320,Praise,Resolved,1
148,Joseph,Rodriguez,43,Other,Seattle,joseph.rodriguez@kag.com,Current,717.99,148,Transfer,3962.32,10-11-2023,148,45150.31,Mortgage,2.72,36,Approved,AMEX,4367.88,25.76,3981,Suggestion,Resolved,-1
149,Sandra,Ramirez,51,Female,Jacksonville,sandra.ramirez@kag.com,Savings,3892.74,149,Deposit,4299.19,08-10-2021,149,33959.29,Mortgage,9.59,12,Closed,Visa,3733.76,49.94,9159,Praise,Pending,1
150,Carol,Walker,44,Female,Louisville,carol.walker@kag.com,Savings,3346.66,150,Deposit,3401.22,21-02-2021,150,46130.27,Auto,1.39,24,Approved,AMEX,7923.47,139.82,1150,Praise,Pending,1
151,Richard,King,32,Male,Austin,richard.king@kag.com,Savings,3507.67,151,Deposit,4343.78,03-05-2021,151,33571.03,Mortgage,4.48,24,Approved,AMEX,3712.46,56.58,3012,Praise,Resolved,1
152,Emily,Anderson,62,Male,Tucson,emily.anderson@kag.com,Savings,6043.08,152,Withdrawal,2968.06,27-03-2020,152,48296.62,Auto,4.01,12,Closed,Visa,2347.08,145.5,3935,Complaint,Pending,1
153,Joshua,Mitchell,49,Other,New York,joshua.mitchell@kag.com,Current,2694.82,153,Transfer,2841.01,15-08-2022,153,22506.43,Personal,8.32,60,Closed,AMEX,3183.69,6,3765,Suggestion,Pending,1
154,Ronald,Harris,58,Female,San Jose,ronald.harris@kag.com,Savings,370.5,154,Deposit,4369.82,25-02-2019,154,30355.85,Mortgage,5.51,12,Approved,Visa,5836.36,43.45,3920,Suggestion,Resolved,1
155,Emily,Scott,24,Male,Atlanta,emily.scott@kag.com,Savings,9626.52,155,Withdrawal,85.18,04-08-2020,155,30458.09,Auto,2.52,48,Approved,MasterCard,3287.64,152.89,3507,Suggestion,Resolved,1
156,Patricia,Davis,61,Male,Oklahoma City,patricia.davis@kag.com,Savings,7512.88,156,Transfer,2399.11,02-10-2021,156,1153.86,Mortgage,5.58,36,Approved,MasterCard,4145.51,146.1,5639,Suggestion,Pending,1
157,Ashley,Rodriguez,61,Other,New York,ashley.rodriguez@kag.com,Current,1437.76,157,Transfer,4351.67,29-07-2020,157,2345.27,Mortgage,3.12,60,Approved,AMEX,6173.4,68.92,7205,Complaint,Pending,1
158,Paul,Torres,31,Female,Chicago,paul.torres@kag.com,Current,4606.05,158,Withdrawal,988.79,23-07-2019,158,8118,Personal,1.15,12,Rejected,AMEX,7228.7,155.81,3106,Complaint,Pending,1
159,Daniel,Mitchell,40,Male,Seattle,daniel.mitchell@kag.com,Current,720.95,159,Transfer,4790.47,12-09-2019,159,26045.35,Auto,5.9,48,Rejected,AMEX,1630.36,41.48,5436,Complaint,Pending,1
160,Joshua,Hall,64,Male,Columbus,joshua.hall@kag.com,Savings,375.78,160,Withdrawal,3705.6,06-10-2023,160,22095.8,Auto,4.24,12,Approved,Visa,4703.32,204.38,8753,Suggestion,Pending,1
161,Brian,Hill,18,Male,Milwaukee,brian.hill@kag.com,Current,570.37,161,Deposit,3814.49,05-04-2021,161,27447.7,Mortgage,3.15,36,Closed,MasterCard,7430.25,62.58,2604,Suggestion,Resolved,1
162,Joseph,Young,49,Male,Portland,joseph.young@kag.com,Current,7582.2,162,Transfer,3330.73,10-12-2024,162,40224.05,Personal,2.55,24,Closed,MasterCard,3950.7,116.83,5262,Suggestion,Resolved,1
163,Kevin,Taylor,58,Male,San Francisco,kevin.taylor@kag.com,Savings,4504.75,163,Withdrawal,2242.9,02-11-2018,163,41289.77,Personal,5.08,12,Rejected,MasterCard,7817.04,236.83,9907,Praise,Pending,1
164,Mark,Wright,43,Male,Memphis,mark.wright@kag.com,Savings,8459.53,164,Deposit,2310.17,10-08-2024,164,48873.73,Personal,8.83,48,Rejected,MasterCard,4082.07,144.45,5930,Complaint,Resolved,1
165,Margaret,Torres,65,Female,Mesa,margaret.torres@kag.com,Current,3121.63,165,Deposit,4197.15,05-09-2021,165,28319.84,Mortgage,7.82,12,Rejected,AMEX,7833.65,188.07,9441,Complaint,Resolved,1
166,Richard,Jackson,26,Other,Atlanta,richard.jackson@kag.com,Current,7775.69,166,Deposit,704.31,16-12-2018,166,18013.56,Personal,1.04,36,Closed,MasterCard,9602.15,186.38,3357,Praise,Pending,1
167,Emily,Baker,33,Other,Detroit,emily.baker@kag.com,Savings,871.55,167,Transfer,2615.12,30-11-2018,167,16093.36,Personal,7.58,48,Rejected,MasterCard,5537.35,95.35,7951,Complaint,Pending,1
168,John,Lewis,48,Other,San Francisco,john.lewis@kag.com,Current,6387.57,168,Deposit,1556.64,26-10-2022,168,17696.34,Personal,1.65,24,Closed,AMEX,5344.8,25.04,5622,Complaint,Pending,-1
169,Lisa,Miller,19,Male,Washington,lisa.miller@kag.com,Savings,3669.96,169,Deposit,4921.74,25-04-2021,169,16867.65,Auto,5.93,36,Closed,AMEX,5360.21,85.14,9041,Suggestion,Pending,-1
170,Betty,Ramirez,49,Other,Boston,betty.ramirez@kag.com,Savings,2839.58,170,Deposit,28.43,17-06-2023,170,20253.08,Personal,8.02,12,Rejected,Visa,9571.27,8.45,3832,Praise,Pending,1
171,Mary,Rodriguez,27,Female,Los Angeles,mary.rodriguez@kag.com,Savings,8169.58,171,Withdrawal,327.73,24-10-2022,171,4669.19,Personal,5.08,60,Approved,AMEX,2433.47,66.05,5145,Complaint,Resolved,1
172,Carol,Ramirez,42,Male,Washington,carol.ramirez@kag.com,Savings,614.03,172,Transfer,4837.27,08-02-2021,172,32038.19,Mortgage,4.39,12,Approved,MasterCard,7662.66,9.07,707,Suggestion,Pending,-1
173,Brian,Garcia,35,Female,Phoenix,brian.garcia@kag.com,Current,9500.36,173,Deposit,2723.52,16-03-2019,173,28834.02,Auto,9.46,24,Closed,MasterCard,7207.61,104.89,1802,Praise,Resolved,1
174,Jennifer,Lewis,62,Male,Houston,jennifer.lewis@kag.com,Savings,7876.9,174,Transfer,701.29,01-12-2021,174,23636.08,Personal,1.26,12,Closed,MasterCard,6691.97,2.25,2157,Praise,Resolved,1
175,Betty,Taylor,51,Male,Mesa,betty.taylor@kag.com,Savings,3620.53,175,Deposit,2248.72,08-02-2020,175,4974.16,Personal,1.95,60,Rejected,Visa,7654.68,190.17,3765,Complaint,Resolved,1
176,Betty,Thomas,46,Other,Philadelphia,betty.thomas@kag.com,Current,9914.2,176,Withdrawal,1620.06,17-06-2022,176,5567.23,Auto,8.83,24,Approved,Visa,3873.79,240.76,5527,Suggestion,Resolved,1
177,Amanda,Thompson,62,Female,Nashville,amanda.thompson@kag.com,Current,2104.64,177,Deposit,4556.93,31-08-2018,177,27710.15,Auto,8.98,24,Rejected,Visa,9352.22,7.92,6037,Complaint,Pending,1
178,Amanda,Walker,41,Other,San Jose,amanda.walker@kag.com,Current,4083.9,178,Transfer,3441.02,06-09-2021,178,2792.44,Personal,4.35,12,Approved,AMEX,9170.27,144.46,8537,Praise,Pending,1
179,Sarah,Williams,20,Male,Atlanta,sarah.williams@kag.com,Savings,8860.31,179,Deposit,661.29,25-07-2023,179,36514.66,Auto,5.86,36,Closed,MasterCard,3074.32,67.61,3858,Praise,Resolved,-1
180,Ashley,Lee,32,Female,Boston,ashley.lee@kag.com,Savings,9968.39,180,Transfer,2686.86,30-06-2022,180,49695.13,Personal,2.48,24,Rejected,Visa,5629.23,130.93,2004,Praise,Pending,1
181,William,Sanchez,20,Female,Detroit,william.sanchez@kag.com,Savings,2467.22,181,Transfer,680.96,14-05-2024,181,30272.94,Auto,8.96,48,Closed,MasterCard,3822.26,235.78,7071,Suggestion,Pending,1
182,Betty,Scott,48,Male,Colorado Springs,betty.scott@kag.com,Current,7456.82,182,Withdrawal,3329.5,30-05-2023,182,36448.14,Personal,5.22,24,Rejected,Visa,8116.98,191.32,9833,Suggestion,Resolved,1
183,Matthew,Adams,27,Other,Oklahoma City,matthew.adams@kag.com,Current,3126.72,183,Deposit,3638.86,16-08-2019,183,22507.86,Auto,6.08,48,Rejected,AMEX,9102.64,186.58,7330,Suggestion,Pending,1
184,Joshua,Torres,55,Male,Tucson,joshua.torres@kag.com,Savings,7688.08,184,Transfer,2815.18,01-09-2022,184,33703.2,Personal,2.06,36,Closed,AMEX,5814.61,73.35,1138,Suggestion,Pending,1
185,Steven,Perez,39,Female,Columbus,steven.perez@kag.com,Savings,1340.31,185,Withdrawal,4830.12,21-02-2022,185,32937.24,Auto,6.53,60,Closed,MasterCard,3885.67,199.12,7290,Suggestion,Pending,1
186,James,Adams,31,Female,Mesa,james.adams@kag.com,Savings,3428.08,186,Transfer,4722.23,23-06-2018,186,41380.45,Auto,7.26,48,Rejected,MasterCard,6808.84,25.62,9002,Suggestion,Resolved,1
187,Anthony,Lopez,26,Female,San Francisco,anthony.lopez@kag.com,Current,,187,Withdrawal,1037.52,30-12-2021,187,35855.64,Personal,3.65,48,Approved,Visa,2281.89,176.87,8097,Complaint,Resolved,1
188,Richard,Adams,35,Male,Nashville,richard.adams@kag.com,Current,4969.78,188,Deposit,11.64,05-07-2024,188,37703.43,Mortgage,9.07,60,Rejected,MasterCard,5579.63,101.04,8657,Suggestion,Pending,1
189,Kenneth,Gonzalez,25,Female,Indianapolis,kenneth.gonzalez@kag.com,Savings,7044.86,189,Deposit,3317.12,19-06-2019,189,28275.16,Auto,2.84,24,Closed,MasterCard,7827.75,109.31,4937,Suggestion,Resolved,1
190,Michael,Hernandez,55,Female,Indianapolis,michael.hernandez@kag.com,Current,3848.3,190,Deposit,2383.45,22-04-2022,190,24741.23,Personal,9.08,48,Closed,MasterCard,3365.06,122.46,3447,Complaint,Pending,1
191,Joshua,Thomas,32,Other,Oklahoma City,joshua.thomas@kag.com,Current,6185.7,191,Deposit,1679.95,29-01-2022,191,23477.11,Mortgage,7.33,48,Rejected,MasterCard,4527.44,192.06,1937,Praise,Pending,1
192,Jennifer,Davis,63,Other,Memphis,jennifer.davis@kag.com,Current,5733.96,192,Deposit,4585.28,03-04-2020,192,20208.54,Mortgage,8.48,60,Closed,MasterCard,6889,77.88,9840,Praise,Resolved,1
193,Linda,Flores,32,Female,Louisville,linda.flores@kag.com,Current,3016.51,193,Deposit,4892.75,15-10-2023,193,14035.36,Personal,7.29,24,Rejected,MasterCard,9637.01,80.87,1701,Praise,Pending,1
194,Anthony,Flores,69,Other,San Diego,anthony.flores@kag.com,Savings,4919.1,194,Transfer,4653.58,29-12-2018,194,2632.24,Auto,4.86,12,Rejected,AMEX,1714.43,130.08,6100,Praise,Resolved,1
195,David,Hall,23,Male,Las Vegas,david.hall@kag.com,Savings,783.29,195,Transfer,2505.97,26-11-2023,195,33883.69,Personal,3.98,48,Closed,Visa,2400.35,66.95,9394,Suggestion,Pending,1
196,Paul,Johnson,29,Other,Chicago,paul.johnson@kag.com,Current,4653.14,196,Withdrawal,3519.75,05-07-2022,196,45147.1,Auto,7.61,36,Rejected,AMEX,2151.57,111.53,8131,Suggestion,Resolved,1
197,Steven,Robinson,59,Other,Boston,steven.robinson@kag.com,Current,4636.08,197,Deposit,866.15,05-12-2020,197,46593.64,Mortgage,3.68,60,Closed,MasterCard,2985.56,165.09,4377,Complaint,Pending,1
198,Carol,Robinson,36,Other,Denver,carol.robinson@kag.com,Savings,384.31,198,Deposit,4754.77,22-01-2022,198,29447.52,Auto,1.56,48,Rejected,MasterCard,1545.49,247.46,1764,Praise,Resolved,1
199,Amanda,Lopez,57,Other,Tucson,amanda.lopez@kag.com,Current,5187.35,199,Transfer,1425.55,18-08-2024,199,5612.69,Personal,3.22,24,Approved,MasterCard,4259.28,65.5,1471,Suggestion,Resolved,1
200,Nancy,Martinez,22,Male,Los Angeles,nancy.martinez@kag.com,Current,7403.17,200,Withdrawal,971.77,09-05-2023,200,44054.55,Personal,7.8,36,Rejected,MasterCard,3525.57,65.54,7179,Complaint,Resolved,1
201,Joseph,Baker,44,Other,Charlotte,joseph.baker@kag.com,Savings,4577.3,201,Withdrawal,310.19,12-07-2019,201,37639.5,Mortgage,8.14,12,Closed,Visa,2783.1,98.53,6515,Suggestion,Pending,1
202,Emily,Hernandez,27,Female,Washington,emily.hernandez@kag.com,Current,6495.65,202,Withdrawal,2756.35,14-06-2019,202,13319.14,Personal,3.49,36,Approved,Visa,3316.81,164.77,2011,Suggestion,Resolved,1
203,Emily,Anderson,60,Other,Jacksonville,emily.anderson@kag.com,Savings,5370.97,203,Deposit,4742.83,08-03-2023,203,40373.7,Auto,3.95,48,Closed,MasterCard,6791.64,231.56,9311,Praise,Resolved,-1
204,Nancy,Thomas,69,Other,Seattle,nancy.thomas@kag.com,Current,7873.27,204,Deposit,686.59,14-06-2024,204,24128.39,Personal,5.94,36,Approved,Visa,7200.6,237.26,2801,Suggestion,Resolved,1
205,Kenneth,Taylor,63,Female,Washington,kenneth.taylor@kag.com,Current,5193.11,205,Withdrawal,612.94,21-11-2023,205,44492.06,Personal,3.36,12,Rejected,AMEX,9356.31,84.5,4164,Suggestion,Resolved,1
206,Ronald,Sanchez,31,Male,Portland,ronald.sanchez@kag.com,Current,3382.93,206,Deposit,1370.26,25-08-2018,206,13132.94,Personal,6.46,24,Approved,Visa,2892.66,104.32,2813,Praise,Resolved,1
207,Ronald,Johnson,51,Female,San Jose,ronald.johnson@kag.com,Current,8292.93,207,Deposit,3330.32,15-08-2020,207,40244.39,Auto,3.54,12,Closed,MasterCard,1909.04,109.08,2240,Praise,Resolved,1
208,Barbara,Roberts,66,Female,Tucson,barbara.roberts@kag.com,Current,769.45,208,Deposit,2743.59,19-04-2023,208,35883.61,Auto,2.09,12,Rejected,MasterCard,1527.5,87.23,725,Suggestion,Pending,1
209,Joshua,Lopez,32,Female,Phoenix,joshua.lopez@kag.com,Current,2965.62,209,Deposit,490.07,06-04-2021,209,1707.62,Mortgage,2.39,60,Approved,MasterCard,5437.87,78.85,9231,Praise,Pending,1
210,Mary,Sanchez,46,Female,Detroit,mary.sanchez@kag.com,Current,5955.7,210,Withdrawal,2217.08,25-04-2019,210,28603.4,Auto,3.25,60,Approved,AMEX,6813.25,17.85,4357,Suggestion,Pending,1
211,Michael,Thompson,43,Other,San Jose,michael.thompson@kag.com,Current,8574.66,211,Withdrawal,343.99,13-12-2021,211,36061.18,Personal,2.51,12,Rejected,MasterCard,3156.94,136.27,1847,Praise,Resolved,1
212,Ronald,Moore,44,Other,Portland,ronald.moore@kag.com,Savings,814.2,212,Transfer,4261,26-01-2020,212,8664.13,Personal,9.77,36,Closed,MasterCard,6991.48,165.58,7589,Suggestion,Resolved,1
213,Paul,Young,20,Other,Columbus,paul.young@kag.com,Savings,1050.92,213,Deposit,544.49,14-04-2020,213,27063.05,Auto,6.93,36,Rejected,AMEX,2686.51,247.89,7893,Complaint,Resolved,1
214,Ronald,Carter,20,Other,Las Vegas,ronald.carter@kag.com,Savings,2895.61,214,Deposit,2361.78,13-01-2023,214,15899.82,Auto,2.61,12,Rejected,AMEX,3001.84,154.79,5035,Praise,Resolved,1
215,Thomas,Nguyen,52,Male,Chicago,thomas.nguyen@kag.com,Savings,3511.26,215,Deposit,2557.21,06-03-2024,215,35116.39,Mortgage,4.82,36,Closed,AMEX,6978.03,152.61,3884,Complaint,Pending,1
216,Ronald,Campbell,52,Other,Baltimore,ronald.campbell@kag.com,Current,8451.03,216,Transfer,2655.33,11-07-2018,216,27466.85,Auto,3.42,24,Approved,AMEX,9590.03,92.6,4646,Suggestion,Pending,1
217,Mary,Williams,67,Other,Sacramento,mary.williams@kag.com,Savings,9593.14,217,Transfer,3049.68,25-06-2019,217,31451.44,Mortgage,7.16,36,Approved,Visa,9128.25,14.38,4047,Suggestion,Resolved,1
218,Mary,Nguyen,23,Male,Columbus,mary.nguyen@kag.com,Savings,270.56,218,Transfer,3510.9,05-11-2024,218,4554.45,Mortgage,8.81,36,Rejected,Visa,1243.2,153.54,7776,Praise,Resolved,1
219,Betty,Williams,31,Female,Fort Worth,betty.williams@kag.com,Current,252.03,219,Transfer,31.75,16-06-2023,219,7751.96,Auto,4.61,12,Closed,Visa,9832.4,31.39,1494,Praise,Pending,1
220,Daniel,Robinson,43,Other,Louisville,daniel.robinson@kag.com,Current,8661.62,220,Deposit,164.26,23-06-2020,220,28052.37,Mortgage,4.86,36,Approved,AMEX,4280.3,185.98,2113,Complaint,Resolved,1
221,Paul,Smith,20,Other,Memphis,paul.smith@kag.com,Current,1442.61,221,Deposit,3061.64,29-09-2021,221,9877.47,Mortgage,4.59,36,Approved,AMEX,5988.43,188.54,1414,Complaint,Pending,1
222,Emily,Robinson,50,Female,San Francisco,emily.robinson@kag.com,Current,3459.43,222,Deposit,918.89,08-01-2018,222,25435.87,Personal,5.04,60,Rejected,AMEX,4107.94,26.27,6231,Praise,Pending,1
223,Steven,Hall,59,Other,Omaha,steven.hall@kag.com,Current,2824.61,223,Transfer,4160.91,28-03-2023,223,34811.44,Personal,1.32,60,Rejected,MasterCard,8419.66,69.41,7116,Praise,Resolved,1
224,James,Young,30,Female,Nashville,james.young@kag.com,Savings,2890.5,224,Withdrawal,3141.28,20-06-2022,224,40678.81,Personal,6.33,36,Approved,MasterCard,7051.47,204.97,7247,Praise,Pending,1
225,Christopher,Ramirez,46,Female,El Paso,christopher.ramirez@kag.com,Current,3353.06,225,Withdrawal,4902.2,04-02-2019,225,8007.33,Auto,9.57,36,Closed,MasterCard,8894.78,240.55,330,Suggestion,Resolved,1
226,Mary,Lee,26,Female,Oklahoma City,mary.lee@kag.com,Current,3426.86,226,Deposit,3642.74,04-02-2019,226,37352.06,Personal,8.07,12,Closed,Visa,2909.13,182.64,5636,Complaint,Pending,1
227,Amanda,Rivera,49,Other,Austin,amanda.rivera@kag.com,Current,6239.54,227,Withdrawal,462.66,01-10-2018,227,18796.12,Mortgage,8.75,24,Rejected,MasterCard,6763.76,100.33,432,Suggestion,Resolved,1
228,Sandra,Gonzalez,39,Female,Fresno,sandra.gonzalez@kag.com,Savings,6324.96,228,Transfer,863.17,10-01-2018,228,34267.72,Personal,3.06,60,Closed,AMEX,5784.83,206.8,5555,Praise,Pending,1
229,Emily,Clark,39,Other,Jacksonville,emily.clark@kag.com,Current,5276.63,229,Transfer,242.28,15-04-2024,229,8118.95,Personal,6.46,48,Closed,Visa,6299.55,73.22,1614,Suggestion,Resolved,-1
230,Jennifer,Scott,51,Male,Jacksonville,jennifer.scott@kag.com,Current,8599.56,230,Deposit,3708.47,24-07-2018,230,26243.58,Auto,9.04,36,Rejected,AMEX,4288.63,216.57,1645,Complaint,Pending,1
231,Emily,Miller,27,Female,Philadelphia,emily.miller@kag.com,Savings,8472.15,231,Withdrawal,642.85,18-10-2022,231,42040.55,Auto,1.62,48,Approved,Visa,1057.94,10.71,5968,Praise,Pending,1
232,Patricia,Perez,42,Other,Mesa,patricia.perez@kag.com,Savings,2250.45,232,Deposit,3322.2,26-06-2020,232,6215.14,Auto,8.9,12,Approved,MasterCard,7341.97,248.23,2463,Praise,Pending,1
233,William,Martinez,29,Female,Las Vegas,william.martinez@kag.com,Current,5482.03,233,Transfer,2781.43,06-01-2025,233,41556.36,Auto,1.58,48,Rejected,AMEX,7429.1,27.63,1450,Complaint,Pending,1
234,Thomas,Hill,68,Other,Fort Worth,thomas.hill@kag.com,Savings,7859.99,234,Withdrawal,3170.16,26-10-2021,234,23185.65,Personal,9.85,24,Closed,AMEX,8830.44,228.79,3464,Complaint,Pending,1
235,Donna,Anderson,20,Other,El Paso,donna.anderson@kag.com,Savings,8682.06,235,Transfer,2548.26,18-04-2019,235,41340.31,Mortgage,1.76,24,Rejected,Visa,9662.69,213.14,5019,Suggestion,Resolved,1
236,Nancy,Anderson,36,Male,Portland,nancy.anderson@kag.com,Current,2626.34,236,Withdrawal,75.01,30-01-2024,236,47961,Mortgage,4.31,12,Approved,Visa,2791.92,73.3,1932,Praise,Pending,1
237,Robert,Brown,50,Female,Atlanta,robert.brown@kag.com,Savings,4991.59,237,Deposit,1273.56,05-01-2022,237,8822.98,Personal,1.49,60,Rejected,MasterCard,1613.01,115.59,6113,Complaint,Pending,1
